person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
eow: saturday, july 18,1868,cause of death: gunfire,gunfire,1868-07-18,1868,False,storey county sheriff's office, nv
eow: thursday, july 23,1868,cause of death: gunfire,gunfire,1868-07-23,1868,False,new york metropolitan police force, ny
eow: tuesday, july 28,1868,cause of death: gunfire,gunfire,1868-07-28,1868,False,columbus police department, tx
eow: sunday, september 27,1868,cause of death: fire,fire,1868-09-27,1868,False,wheeling police department, wv
eow: wednesday, october 14,1868,cause of death: gunfire,gunfire,1868-10-14,1868,False,philadelphia police department, pa
eow: wednesday, november 4,1868,cause of death: gunfire,gunfire,1868-11-04,1868,False,savannah police department, ga
eow: thursday, november 5,1868,cause of death: gunfire,gunfire,1868-11-05,1868,False,savannah police department, ga
eow: friday, november 20,1868,cause of death: gunfire,gunfire,1868-11-20,1868,False,jefferson police department, tx
eow: friday, december 18,1868,cause of death: gunfire,gunfire,1868-12-18,1868,False,united states department of the treasury - customs service, us
eow: tuesday, december 22,1868,cause of death: gunfire,gunfire,1868-12-22,1868,False,malden police department, ma
eow: friday, january 1,1869,cause of death: gunfire,gunfire,1869-01-01,1869,False,knoxville police department, tn
eow: monday, february 22,1869,cause of death: gunfire,gunfire,1869-02-22,1869,False,covington police department, ky
eow: monday, march 8,1869,cause of death: gunfire,gunfire,1869-03-08,1869,False,memphis police department, tn
eow: friday, march 12,1869,cause of death: gunfire,gunfire,1869-03-12,1869,False,ouachita parish sheriff's office, la
eow: thursday, march 18,1869,cause of death: assault,assault,1869-03-18,1869,False,new york state department of correctional services, ny
eow: wednesday, april 14,1869,cause of death: stabbed,stabbed,1869-04-14,1869,False,jacksonville police department, fl
eow: saturday, april 24,1869,cause of death: gunfire,gunfire,1869-04-24,1869,False,collin county sheriff's office, tx
eow: wednesday, may 26,1869,cause of death: gunfire,gunfire,1869-05-26,1869,False,fort smith police department, ar
eow: wednesday, may 26,1869,cause of death: gunfire,gunfire,1869-05-26,1869,False,united states department of the treasury - customs service, us
eow: thursday, may 27,1869,cause of death: gunfire,gunfire,1869-05-27,1869,False,harrison county sheriff's office, tx
eow: saturday, may 29,1869,cause of death: gunfire,gunfire,1869-05-29,1869,False,jones county sheriff's office, nc
eow: saturday, june 5,1869,cause of death: gunfire,gunfire,1869-06-05,1869,False,goliad county sheriff's department, tx
eow: thursday, july 1,1869,cause of death: fall,fall,1869-07-01,1869,False,richmond police department, va
eow: thursday, july 8,1869,cause of death: gunfire (accidental),gunfire (accidental),1869-07-08,1869,False,louisville police department, ky
eow: saturday, july 10,1869,cause of death: gunfire,gunfire,1869-07-10,1869,False,black hawk police department, co
eow: monday, july 12,1869,cause of death: weather/natural disaster,weather/natural disaster,1869-07-12,1869,False,muscatine police department, ia
eow: saturday, july 17,1869,cause of death: gunfire,gunfire,1869-07-17,1869,False,owego police department, ny
eow: friday, july 30,1869,cause of death: gunfire,gunfire,1869-07-30,1869,False,tazewell county sheriff's office, il
eow: monday, august 2,1869,cause of death: gunfire,gunfire,1869-08-02,1869,False,elko county sheriff's office, nv
eow: monday, august 2,1869,cause of death: gunfire,gunfire,1869-08-02,1869,False,rensselaer county sheriff's office, ny
eow: tuesday, august 10,1869,cause of death: accidental,accidental,1869-08-10,1869,False,new york metropolitan police force, ny
eow: thursday, august 26,1869,cause of death: gunfire,gunfire,1869-08-26,1869,False,smith county sheriff's office, tx
eow: saturday, september 18,1869,cause of death: gunfire,gunfire,1869-09-18,1869,False,lincoln county sheriff's office, ky
eow: sunday, september 26,1869,cause of death: gunfire,gunfire,1869-09-26,1869,False,ellsworth police department, ks
eow: monday, october 18,1869,cause of death: gunfire,gunfire,1869-10-18,1869,False,dewitt county sheriff's office, tx
eow: wednesday, october 27,1869,cause of death: gunfire,gunfire,1869-10-27,1869,False,clinton county sheriff's department, ky
eow: saturday, november 13,1869,cause of death: gunfire,gunfire,1869-11-13,1869,False,junction city police department, ks
eow: friday, november 19,1869,cause of death: gunfire,gunfire,1869-11-19,1869,False,washington county sheriff's office, tx
eow: monday, december 6,1869,cause of death: gunfire,gunfire,1869-12-06,1869,False,united states department of justice - united states marshals service, us
eow: saturday, december 18,1869,cause of death: assault,assault,1869-12-18,1869,False,pittsburgh police department, pa
eow: friday, december 24,1869,cause of death: gunfire,gunfire,1869-12-24,1869,False,brunswick county constable's office, va
eow: saturday, december 25,1869,cause of death: gunfire,gunfire,1869-12-25,1869,False,savannah police department, ga
eow: wednesday, february 9,1870,cause of death: stabbed,stabbed,1870-02-09,1870,False,bryan police department, tx
eow: monday, february 21,1870,cause of death: gunfire,gunfire,1870-02-21,1870,False,orange county sheriff's office, fl
eow: saturday, march 12,1870,cause of death: gunfire,gunfire,1870-03-12,1870,False,bastrop police department, tx
eow: sunday, march 20,1870,cause of death: gunfire,gunfire,1870-03-20,1870,False,richmond police department, va
eow: wednesday, march 30,1870,cause of death: gunfire,gunfire,1870-03-30,1870,False,ouachita parish sheriff's office, la
eow: tuesday, april 12,1870,cause of death: assault,assault,1870-04-12,1870,False,jacksonville police department, fl
eow: monday, april 18,1870,cause of death: stabbed,stabbed,1870-04-18,1870,False,cincinnati police department, oh
eow: wednesday, april 20,1870,cause of death: gunfire,gunfire,1870-04-20,1870,False,labette county sheriff's office, ks
eow: wednesday, april 27,1870,cause of death: structure collapse,structure collapse,1870-04-27,1870,False,richmond police department, va
eow: wednesday, april 27,1870,cause of death: structure collapse,structure collapse,1870-04-27,1870,False,united states department of justice - united states marshals service, us
eow: monday, may 2,1870,cause of death: gunfire,gunfire,1870-05-02,1870,False,united states department of justice - united states marshals service, us
eow: tuesday, may 3,1870,cause of death: gunfire,gunfire,1870-05-03,1870,False,grantsville police department, ut
eow: monday, june 13,1870,cause of death: gunfire,gunfire,1870-06-13,1870,False,nueces county sheriff's office, tx
eow: tuesday, june 14,1870,cause of death: assault,assault,1870-06-14,1870,False,philadelphia police department, pa
eow: tuesday, june 14,1870,cause of death: gunfire,gunfire,1870-06-14,1870,False,washington county sheriff's office, tx
eow: sunday, june 26,1870,cause of death: stabbed,stabbed,1870-06-26,1870,False,omaha police department, ne
eow: tuesday, july 5,1870,cause of death: assault,assault,1870-07-05,1870,False,baltimore city police department, md
eow: sunday, july 10,1870,cause of death: gunfire,gunfire,1870-07-10,1870,False,lucas county sheriff's office, ia
eow: wednesday, july 13,1870,cause of death: duty related illness,duty related illness,1870-07-13,1870,False,memphis police department, tn
eow: saturday, july 30,1870,cause of death: stabbed,stabbed,1870-07-30,1870,False,kentucky central railroad police department, rr
eow: sunday, august 14,1870,cause of death: stabbed,stabbed,1870-08-14,1870,False,connecticut department of correction, ct
eow: saturday, september 17,1870,cause of death: gunfire,gunfire,1870-09-17,1870,False,colusa county sheriff's department, ca
eow: monday, october 31,1870,cause of death: gunfire,gunfire,1870-10-31,1870,False,los angeles police department, ca
eow: wednesday, november 2,1870,cause of death: gunfire,gunfire,1870-11-02,1870,False,abilene police department, ks
eow: monday, november 7,1870,cause of death: gunfire,gunfire,1870-11-07,1870,False,baxter springs police department, ks
eow: tuesday, december 6,1870,cause of death: assault,assault,1870-12-06,1870,False,texas rangers, tx
eow: tuesday, december 27,1870,cause of death: duty related illness,duty related illness,1870-12-27,1870,False,texas rangers, tx
eow: friday, january 6,1871,cause of death: gunfire,gunfire,1871-01-06,1871,False,waco police department, tx
eow: monday, january 16,1871,cause of death: gunfire,gunfire,1871-01-16,1871,False,dallas county sheriff's department, tx
eow: friday, january 20,1871,cause of death: gunfire,gunfire,1871-01-20,1871,False,dallas county sheriff's department, tx
eow: sunday, january 22,1871,cause of death: gunfire,gunfire,1871-01-22,1871,False,texas state police, tx
eow: wednesday, february 15,1871,cause of death: gunfire,gunfire,1871-02-15,1871,False,united states department of the treasury - office of internal revenue, us
eow: saturday, february 18,1871,cause of death: gunfire (accidental),gunfire (accidental),1871-02-18,1871,False,chicago police department, il
eow: saturday, february 25,1871,cause of death: gunfire,gunfire,1871-02-25,1871,False,texas state police, tx
eow: wednesday, march 1,1871,cause of death: gunfire,gunfire,1871-03-01,1871,False,united states department of justice - united states marshals service, us
eow: thursday, april 27,1871,cause of death: gunfire,gunfire,1871-04-27,1871,False,texas state police, tx
eow: monday, may 1,1871,cause of death: gunfire,gunfire,1871-05-01,1871,False,jackson county sheriff's department, tx
eow: monday, may 22,1871,cause of death: gunfire,gunfire,1871-05-22,1871,False,baltimore city police department, md
eow: wednesday, july 12,1871,cause of death: gunfire,gunfire,1871-07-12,1871,False,grayson county constable's office - precinct 1, tx
eow: sunday, july 16,1871,cause of death: gunfire,gunfire,1871-07-16,1871,False,united states department of the treasury - office of internal revenue, us
eow: tuesday, july 18,1871,cause of death: gunfire,gunfire,1871-07-18,1871,False,ellis county sheriff's office, ks
eow: friday, july 21,1871,cause of death: gunfire,gunfire,1871-07-21,1871,False,greene county sheriff's department, mo
eow: monday, august 14,1871,cause of death: gunfire,gunfire,1871-08-14,1871,False,texas state police, tx
eow: friday, september 1,1871,cause of death: gunfire,gunfire,1871-09-01,1871,False,united states department of the treasury - customs service, us
eow: thursday, september 14,1871,cause of death: gunfire,gunfire,1871-09-14,1871,False,baltimore city police department, md
eow: wednesday, september 20,1871,cause of death: assault,assault,1871-09-20,1871,False,yuma county sheriff's department, az
eow: saturday, september 23,1871,cause of death: gunfire,gunfire,1871-09-23,1871,False,mono county sheriff's office, ca
eow: saturday, september 23,1871,cause of death: gunfire,gunfire,1871-09-23,1871,False,sedgwick county sheriff's office, ks
eow: saturday, september 23,1871,cause of death: assault,assault,1871-09-23,1871,False,pittsburgh police department, pa
eow: wednesday, october 4,1871,cause of death: gunfire,gunfire,1871-10-04,1871,False,concord township police department, mo
eow: thursday, october 5,1871,cause of death: gunfire (accidental),gunfire (accidental),1871-10-05,1871,False,abilene police department, ks
eow: friday, october 6,1871,cause of death: gunfire,gunfire,1871-10-06,1871,False,texas state police, tx
eow: friday, october 13,1871,cause of death: gunfire,gunfire,1871-10-13,1871,False,nevada state prison, nv
eow: saturday, november 11,1871,cause of death: gunfire,gunfire,1871-11-11,1871,False,portsmouth police department, va
eow: thursday, december 14,1871,cause of death: gunfire,gunfire,1871-12-14,1871,False,nacogdoches county constable's office, tx
eow: monday, december 18,1871,cause of death: gunfire,gunfire,1871-12-18,1871,False,union city police department, tn
eow: tuesday, december 19,1871,cause of death: gunfire,gunfire,1871-12-19,1871,False,nacogdoches county constable's office, tx
eow: saturday, december 23,1871,cause of death: assault,assault,1871-12-23,1871,False,independence county sheriff's department, ar
eow: friday, december 29,1871,cause of death: gunfire,gunfire,1871-12-29,1871,False,metropolitan police department, dc
eow: tuesday, february 6,1872,cause of death: gunfire,gunfire,1872-02-06,1872,False,las animas county sheriff's office, co
eow: friday, february 16,1872,cause of death: gunfire,gunfire,1872-02-16,1872,False,united states department of justice - united states marshals service, us
eow: thursday, february 22,1872,cause of death: gunfire,gunfire,1872-02-22,1872,False,united states department of justice - united states marshals service, us
eow: thursday, march 7,1872,cause of death: gunfire,gunfire,1872-03-07,1872,False,atlanta police department, ga
eow: thursday, march 14,1872,cause of death: assault,assault,1872-03-14,1872,False,new york metropolitan police force, ny
eow: sunday, march 17,1872,cause of death: stabbed,stabbed,1872-03-17,1872,False,new york state department of correctional services, ny
